SIZE,DURATION,MODE,TIME,MIN,MAX,N
10,10,CPU,0.006799960136413574,0.0060007572174072266,0.007997512817382812,10
10,60,CPU,0.0066012382507324215,0.0060002803802490234,0.007013082504272461,10
10,110,CPU,0.007001304626464843,0.006000995635986328,0.008002519607543945,10
10,160,CPU,0.007100105285644531,0.0069980621337890625,0.007997989654541016,10
10,210,CPU,0.007538795471191406,0.007000446319580078,0.008003473281860352,10
10,260,CPU,0.007788896560668945,0.007001638412475586,0.008001327514648438,10
10,310,CPU,0.008301424980163574,0.007999420166015625,0.00900125503540039,10
10,360,CPU,0.008901715278625488,0.008001327514648438,0.011000394821166992,10
10,410,CPU,0.00899970531463623,0.008003473281860352,0.009998798370361328,10
10,460,CPU,0.009033107757568359,0.008332014083862305,0.009998083114624023,10
10,510,CPU,0.009501194953918457,0.008999824523925781,0.010000228881835938,10
10,560,CPU,0.009600830078125,0.008998632431030273,0.01000213623046875,10
10,610,CPU,0.010365843772888184,0.009996652603149414,0.010998249053955078,10
10,660,CPU,0.010399961471557617,0.009996891021728516,0.011998891830444336,10
10,710,CPU,0.01079995632171631,0.010002851486206055,0.011001825332641602,10
10,760,CPU,0.010700368881225586,0.01000070571899414,0.011001110076904297,10
10,810,CPU,0.01139986515045166,0.010998010635375977,0.012001752853393555,10
10,860,CPU,0.011499834060668946,0.010997295379638672,0.012002706527709961,10
